Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
China,CHN,Time required to get electricity (days),IC.ELC.TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.2,143.2,143.2,143.2,143.2,34,32,,,
China,CHN,Average time to clear exports through customs (days),IC.CUS.DURS.EX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,
China,CHN,New businesses registered (number),IC.BUS.NREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95252,102893,103532,117997,188558,210086,245321,229299,228559,211960,232064,,
China,CHN,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.27669,63.79116,64.20096,73.30366,77.28424,,,
China,CHN,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.657,0.640095115,,0.646641552,,
China,CHN,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.674,0.654614031,,0.659177899,,
China,CHN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.73770523,,59.01639175,,59.56284332,,58.91891861,60,60.69651794,58.82352829,63.90243912,69.41747284,68.44660187,66.50717926,66.50717926,65.87677765,63.98104095,62.55924225,73.07691956,75,73.55769348,75,76.92308044,78.36538696,83.17308044,85.09615326,
China,CHN,Government Effectiveness: Estimate,GE.EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.348653883,,-0.198783293,,-0.158842877,,-0.123097204,-0.163367793,-0.125968367,-0.151839033,0.026935905,0.154929847,0.153617859,0.081667021,0.079109058,0.070834443,0.000691475,-0.019736055,0.345973432,0.43783015,0.377766103,0.438617289,0.518306255,0.563922524,0.677315116,0.840674877,
China,CHN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Interest payments (% of revenue),GC.XPN.INTP.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.348703239,4.350642012,2.197387128,3.430663323,3.248708066,3.259954317,3.318777802,3.434463147,3.564002591,2.557567567,3.237969553,2.920954581,3.111301447,2.762214482,2.903421948,3.916151918,,
China,CHN,Compensation of employees (% of expense),GC.XPN.COMP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46097E+11,5.6527E+11,7.55877E+11,9.40778E+11,9.9859E+11,1.06981E+12,1.36564E+12,1.55756E+12,1.83628E+12,2.02396E+12,2.28106E+12,2.47698E+12,2.76035E+12,3.05665E+12,3.00202E+12,3.01985E+12,,
China,CHN,Other taxes (current LCU),GC.TAX.OTHR.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5800000,10000000,3653300,2210000,299000000,4861000000,4534470000,4444040000,15233450000,13597810000,21167886900,14143643900,11008890000,8316910000,,
China,CHN,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07998E+11,1.1575E+11,1.45077E+11,1.7901E+11,1.5076E+11,2.05446E+11,2.58888E+11,2.82491E+11,2.67416E+11,2.88864E+11,2.60781E+11,2.65177E+11,3.04825E+11,2.89756E+11,2.93939E+11,2.61797E+11,,
China,CHN,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.22424382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
China,CHN,Social contributions (% of revenue),GC.REV.SOCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,29.50782476,30.59769828,31.26942202,29.35367262,37.85572162,37.76978038,34.47782113,,
China,CHN,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025103137,1.548360765,1.384252754,1.588736218,1.804293829,1.767160424,1.614005719,1.868256055,4.032079774,,
China,CHN,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.29,,,74.21,,,86.58,,,,88.47,
China,CHN,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.58,,,81.42,,,83.36,,,,89.92,
China,CHN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,51.17846154,50.28947,49.74083756,52.62686281,56.01283696,56.80441294,56.98626893,60.72128322,66.1922673,75.97419675,78.0370949,73.98362365,77.13328992,86.20046136,88.36239345,86.37288169,96.90263442,85.88258577,84.2060507,89.45558158,96.72581944,105.1932233,110.3835246,111.1229709,110.0445907,117.4986986,125.6714326,118.636103,111.8429248,109.1583872,105.7875085,102.0035662,124.4080089,126.5794942,123.0959272,128.922639,134.3192514,140.236887,152.5944998,156.2299435,154.8950517,157.8120786,165.3903696,182.8680594,177.2674268,185.3634939
China,CHN,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Deposit interest rate (%),FR.INR.DPST,,,,,,,,,,,,,,,,,,,,,5.4,5.4,5.76,5.76,5.759999999,7.2,7.2,7.2,8.64,11.34,8.64,7.56,7.56,10.98,10.98,10.98,7.47,5.67,3.78,2.25,2.25,2.25,1.98,1.98,2.25,2.25,2.52,4.14,2.25,2.25,2.75,3.5,3,3,2.75,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
China,CHN,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,3.646318733,49.2413173,25.85479741,18.34719646,14.56237043,19.73341572,32.64892362,35.47033486,30.2303637,25.34102007,20.66881142,18.65216984,28.86659469,26.67910829,30.79967095,46.66979073,31.50013453,29.4610222,25.2731568,20.72731167,14.90435007,14.66647771,12.32478198,15.04241351,13.14043628,19.23976666,14.88692014,16.7416524,22.11611885,16.73553458,17.77810755,28.42327787,18.94831461,17.32296979,14.39165202,13.58890221,11.01193614,13.34310169,11.33311895,8.109777962,6.991061694,8.88227906,10.01356231,9.075745734,11.66330022
China,CHN,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,,,,,,,,,,,,,,,,,,,21.74976701,21.31055412,28.21961139,20.96822452,14.54214492,16.71889482,36.43836626,44.55189662,38.16283411,25.47805815,21.74453967,21.04018913,26.48269567,21.63343981,21.74322137,45.54389513,20.18676711,21.05868888,20.72550973,16.90476284,13.6226933,9.803182282,9.472839441,7.770360494,13.43728704,16.77384032,9.146657535,7.219551787,10.61175192,13.36457143,9.89409363,22.7168946,14.43312757,10.88046091,11.00493244,10.48220506,9.58397616,12.10110183,8.255019203,7.915139107,9.664440469,10.08766004,11.36621956,8.554996445,8.796261892
China,CHN,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,174.3069217,205.162268,206.3288407,176.0406778,101.0888607,69.21544128,63.53513759,55.96629882,51.3049177,62.34137832,79.92975335,34.26111844,31.76586097,57.39828503,67.85997919,86.58668903,99.68917565,105.9831198,108.4585432,117.721047,119.3913938,160.5360997,200.8873439,251.8396412,290.8480507,331.0940728,409.3628405,508.7784465,539.6969718,392.2936172,308.7312199,295.0372843,262.1026302,219.3028525,255.3105822,219.0854421,189.8212698,161.5149347,152.4431237,144.2887714,126.8427536,
China,CHN,"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52,7.36,8.16,9.11,10.35,11.81,13.26,14.93,16.95,19.21,22.11,25.37,28.97,32.97,36.21,39.79,
China,CHN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62,12,15.62,19.89,24.91,30.45,37.59,46.65,54.75,76.65,81.21,83.84,96.42,94.87,87.32,81.44,
China,CHN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08,15.44904196,15.44904196,15.61175,15.61605,15.61604595,15.616046
China,CHN,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,443.7,452.0825,460.465,468.8475,477.23,481.06,484.848,488.636,492.424,496.212,500,508.4666667,516.9333333,525.4,529.0428571,532.6857143,536.3285714,539.9714286,543.6142857,547.2571429,550.9,551.54,552.18,552.82,553.46,554.1,568,568.7,576.1,583.2,586.83,595,598.8,602.8,593.4,591.8,604.02,596.22,592.91,602.12,568.48,,
China,CHN,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,,,,,,,,,,,,,,,,,,,88.16787958,87.86021555,87.56375356,87.27789275,87.00207447,86.30940007,85.62683563,84.95485392,84.29321073,83.64166929,83,81.13884136,79.33867244,77.59654365,76.29393938,75.00838555,73.73954956,72.48710743,71.25074346,70.03015002,68.82502728,67.97586922,67.12937781,66.2855405,65.44434483,64.60577843,64.25815503,63.01417819,63.28151986,63.51074719,62.50423585,62.44162775,64.31294547,64.52674355,64.5694259,64.40394583,62.38204033,62.32253367,61.39306791,61.1555836,62.14454059,,
China,CHN,Aquaculture production (metric tons),ER.FSH.AQUA.MT,958506,777762,741121,856931,1017083,1159540,1320775,1315911,1306208,1513849,1480670,1790968,1987611,1823366,1975622,2157727,2106125,2788044,2987334,2901626,3105342,3033775,3258008,3657489,4271240,5026016,5606227,6325967,7376299,8101298,8392965,9695110,12185159,15221669,18213586,21152498,23465787,23747399,25671893,28000956,29749708,31102502,33160273,34891716,37172411,38943267,40911091.49,42530160.3,44072886.73,46062875.71,47789756.78,49147606.1,52082585.66,55029057.76,57320503.73,59368941.59,62318377.86,64358480.81,66135059.34,68423858.99,70483538.48,72805297,
China,CHN,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,54184363,55737040,56782174,57823100,59006679,60404483,61485504,62246822,62999052,63737162,64481678,65519126,66845138,68214145,69633782,71104391,72602526,74297533,76202376,78305399,80490702,82860038,85350653,88600568,92028761,95642551,99473509,103522774,107818238,112377323,117251887,123983018,131242713,139053415,147507400,156664016,166617245,177415721,189207420,202099429,216252544,226290339,234270258,242580168,251247617,260252253,269647598,279417210,289614409,300215888,311285309,320885462,329831324,339050281,348525737,358247976,368117713,378089414,388398439,398976116,409712858,420459351,431038314
China,CHN,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.684866051,,,,,,,,,,4.090482503,,,,,,,,,,,,,,,4.878802319,,,,,,,
China,CHN,"Mammal species, threatened",EN.MAM.THRD.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,
China,CHN,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,,,,,,,,,,,,6.458848712,6.577095637,6.710718171,6.761937167,6.504483673,6.390366844,6.285040565,6.027934508,6.032346326,5.789705235,6.446215198,6.378899258,6.295792479,6.34787282,5.991917278,6.071491254,5.810840345,5.708158423,5.377697666,6.095551895,5.948837528,5.472985707,5.247385358,5.471288017,4.77506685,3.103315008,4.074176013,4.23877134,4.58109767,2.605469509,2.65118574,2.729820147,2.738475357,2.669012027,2.627428804,2.470538891,2.280565875,2.233493935,2.177276227,2.037874414,1.949675133,2.01845036,2.078881226,2.074621215,,,,,,,,
China,CHN,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.950971475,,,,,,,,,,,,,
China,CHN,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.6,,,,,,,,,,10753.6,,,,,29000.7,,,44726.2,,57054,,,,,,,,,,,,
China,CHN,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.78704623,,,,,90.85247601,,,,,92.24322502,,,,,94.32830715,,,,,94.59707865,95.43099371,92.01599829,91.68630137,89.78010665,86.66060525,81.11849196,81.23932355,,,,,
China,CHN,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295990.8093,303536.4246,309420.2895,301229.1787,314764.5564,358413.7921,384363.2962,356255.9399,365237.1236,380901.3821,375670.6879,378155.1208,397018.2875,401038.2352,417029.8071,427564.663,440483.3776,449321.2959,464576.3167,475981.4853,488416.7245,497553.9652,509628.7378,522836.8848,534386.9232,549580.0712,551682.7235,549108.7203,545546.5128,536538.2013,536920.2103,,
China,CHN,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253820.755,259815.9488,264263.0922,254129.9598,266558.616,305820.6822,328111.9166,296930.0906,302426.1046,315402.6934,304416.0294,303734.414,318414.1324,316773.7318,326404.5554,331105.863,334827.4062,335383.653,343003.6024,346463.7996,349602.0674,348879.5366,352890.4378,353509.7414,354143.7364,358003.641,356523.8326,349023.7686,339815.3004,326524.8282,323175.5764,,
China,CHN,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250027.1,251364.2,252911.3,260738,271478.4,297882,294445.4,295289,288900.8,285256.1,294709.9,307022.4,317997.5,360540.3,406763.7,449845.2,484266.6,517074.6,524631.4,550510.8,595464.5,641721.5,638976.9,658024.1,665978.9,655884.7,608822.6,619054.1,645061.8,664775.7,676112,,
China,CHN,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.661683576,7.188324812,12.98889939,18.51719081,29.53428973,33.11874998,31.36741813,32.0789043,30.48336917,30.56125648,32.18471457,40.6465907,59.96614779,82.82137879,100.4671666,120.2443062,134.3901334,157.4585442,172.7498305,187.3039783,209.9220846,219.9524772,,,,,,,,,,
China,CHN,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,95.9348257,94.71736964,93.61962577,93.07570872,91.98405371,91.04461514,89.93168077,88.61558776,88.08551901,86.89443124,86.3654941,84.07512758,82.80054951,80.98620345,78.61591336,79.2052111,76.16928005,76.27398027,76.48650614,76.82925633,76.58051471,77.56955041,79.09319373,79.35825325,80.19073404,80.63898979,80.17255894,80.17882717,79.94286324,79.79141767,91.02507159,89.11508138,87.52240888,84.3784672,86.20203003,83.37005397,86.87385359,83.47665623,75.70179161,75.58873314,71.72026916,68.92587507,73.02532779,75.27241835,74.94252216,76.09419483,76.32865822,71.24770038,79.69641331,72.76236662,77.61191904,78.848612,78.36729125,75.47377043,75.10046715,73.98380452,70.8318049,,,,,,
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.914546263,2.000543284,2.075740405,2.244842079,2.322189229,2.563478759,2.521871874,2.547903664,2.605835732,2.517420763,2.650409102,2.774762197,2.964821228,3.434036479,3.945154871,4.467696361,4.910276197,5.306368006,5.435079096,5.798319938,6.335419767,6.901347326,7.04520023,7.320154925,7.304712872,7.145131535,7.105479936,7.226160154,7.533193134,7.645435786,7.756137907,,
China,CHN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.115444753,2.050865437,1.88592888,1.811628398,1.676755391,1.686466398,1.525232978,1.425187714,1.364581654,1.235115609,1.208082751,1.175959707,1.159087843,1.227679449,1.288494324,1.317626105,1.291917525,1.228601332,1.153542043,1.130518233,1.121895224,1.121678364,1.068804701,1.037374665,0.969722645,0.891309131,0.834316396,0.798185928,0.783140523,0.752836117,0.748794189,,
China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,464.933157,477.1687087,483.7173753,486.1679858,527.4883375,537.1747315,577.2110106,617.1549011,619.0436623,609.4551957,597.1467101,606.8304373,621.9107172,651.0749586,657.7597361,671.2095033,694.42236,720.3414958,724.1161051,766.9953294,736.8518014,752.6286625,788.1287236,816.16289,866.8343743,881.6537374,871.7563238,869.3586073,878.5245355,898.9873131,928.8114337,984.8107146,1118.431773,1268.132904,1393.691324,1515.173678,1630.171029,1672.90412,1778.433519,1954.722556,2085.083022,2149.602569,2204.243299,2224.354898,,,,,,,,
China,CHN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,59.89934276,60.85957398,61.32466204,61.43695949,64.43581417,65.07885894,67.4793439,69.63723212,69.65960607,69.07472949,68.38124887,68.8731857,69.60648101,71.16390607,71.56748106,72.22460589,73.23571056,74.23521668,74.31739395,75.70916065,74.8319676,75.43198361,76.46878729,77.04504013,78.42785838,78.98587561,78.93511417,78.99403588,79.4000084,79.84135584,80.19740227,81.20212523,83.22975774,84.79645465,85.872736,86.82834222,87.40785733,87.22405182,87.63569469,88.25519867,88.89836293,88.41916221,88.23749257,87.67043077,,,,,,,,
China,CHN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.279563473,1.484106067,1.676823573,1.845500041,2.034332729,2.146344351,2.337502823,2.600186286,2.816423821,3.016624555,3.245031923,3.454124099,3.586558918,3.52165449,3.491062323,3.628066443,3.856177494,4.182949696,4.531911556,4.670267456,4.734574518,4.936465537,5.195703363,5.386200964,5.610767661,,,,,,,,
China,CHN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.40793989,18.47113079,17.58468367,18.12526017,18.0884357,19.2141393,17.55221062,17.51246602,18.06115632,16.68146593,16.63949819,18.95851917,17.6186279,15.03704033,16.22326642,16.17502498,15.59278342,15.26334714,17.73744406,17.8637982,18.62282605,16.76177043,19.96624894,20.29622738,22.60915378,23.92681717,,,,,,,
China,CHN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,,,,,,,,,,8.070500928,8.042693046,8.018305876,8.025375383,8.009380674,7.982167087,8.005444197,8.109077302,8.108884554,8.079699298,8.245222621,8.004760742,7.813567038,7.779750391,7.409481604,7.387716059,7.263659581,6.960620678,7.067252612,6.995370758,7.194244604,7.240697494,7.384312243,6.421472779,7.386741329,7.122954158,7.028685927,6.774561028,6.951457626,6.909225824,6.978430722,7.064958493,6.597810813,6.447010259,6.824607893,6.485903123,6.282272784,6.166039597,6.078554296,6.118930602,5.740233346,5.810061604,5.777009646,5.471266356,,,,,,,,
China,CHN,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7,65.7,65.7,65.7,24,12.8,,,
China,CHN,Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,
China,CHN,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,
China,CHN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2,,,,,,,,,,
China,CHN,Informal payments to public officials (% of firms),IC.FRM.CORR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,
China,CHN,Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,,,,,,,
China,CHN,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.1441,484.1441,484.1441,484.1441,314,256.2,,,
China,CHN,Time to obtain an electrical connection (days),IC.ELC.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,
China,CHN,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,8,8,8,8,,,
China,CHN,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,
China,CHN,"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.683,0.65893352,,0.665241241,,
China,CHN,"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.662,0.634328008,,0.639979422,,
China,CHN,Government Effectiveness: Standard Error,GE.STD.ERR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168259218,,0.205459833,,0.203009099,,0.178853601,0.186418593,0.191018686,0.181477368,0.187978417,0.207494661,0.211525127,0.203161284,0.208414212,0.205612734,0.202669933,0.199951023,0.208084658,0.208958626,0.203401998,0.201371759,0.209266901,0.227122054,0.250892073,0.233509123,
China,CHN,Government Effectiveness: Number of Sources,GE.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,,5,,6,6,7,7,8,9,9,9,9,9,9,9,9,9,8,9,9,8,7,7,
China,CHN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Goods and services expense (current LCU),GC.XPN.GSRV.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.80263118,24.57076042,16.4101963,25.4133274,24.56364881,23.11341166,24.90310597,25.96270849,28.26510652,19.88172055,20.64052073,21.23232322,19.10206512,20.10805292,18.90029886,21.15158295,,
China,CHN,Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000125919,0.000270131,8.98650920868024E-05,4.77471933494584E-05,0.005452398,0.0810272,0.069797099,0.043654635,0.137842208,0.11655832,0.146485031,0.093043331,0.069310413,0.058253118,,
China,CHN,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72809146,5.823870069,5.497040471,5.55099717,4.195902724,4.881596847,5.144805463,5.113801549,4.551820952,4.637551666,4.037253356,3.894341341,3.88945471,3.481826778,3.508320829,3.192496501,,
China,CHN,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45598E+12,1.30649E+12,1.73822E+12,2.10503E+12,2.44367E+12,2.93332E+12,3.4072E+12,3.67918E+12,3.76669E+12,3.91154E+12,3.90229E+12,4.05354E+12,4.75087E+12,4.96141E+12,5.07137E+12,4.91043E+12,,
China,CHN,"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80295E+12,2.22185E+12,4.51986E+12,3.53613E+12,4.06466E+12,4.62854E+12,5.48383E+12,5.99922E+12,6.49665E+12,1.018E+13,1.10514E+13,1.16661E+13,1.32154E+13,1.52011E+13,1.58835E+13,1.42772E+13,,
